,tendencia,explicación,url,media,time,suceso
1135,NAFTA,Porque informan que YPF aumentó el precio de sus combustibles en un 7% promedio,https://t.co/6JUG6f5PHB,https://pbs.twimg.com/media/EtJa001XEAEgIEm.jpg,16/03/2021 14:16:28,político
1136,FelizCumpleDoctor,Porque Carlos Bilardo cumple 83 años,https://t.co/IQ3pDsRuW3,https://pbs.twimg.com/media/EwkiGkfWEAAj_xP.jpg,16/03/2021 3:30:09,conmemorativo
1137,Independiente,Porque derrotó a Sarmiento en la #CopaDeLaLiga,https://t.co/71Oi7r9X3W,https://pbs.twimg.com/media/EwkSuTLXIAEYtl7.jpg,16/03/2021 2:22:58,deportivo
1138,Central,Por su victoria ante Arsenal en la #CopaDeLaLiga,https://t.co/0lYgDuQj78,https://pbs.twimg.com/media/Ewj7lghWEAAbYGc.jpg,16/03/2021 0:41:53,deportivo
1139,MartínSoria,Porque será el nuevo ministro de Justicia,https://t.co/Wh46gy2CFV,https://pbs.twimg.com/media/EwjzWkjWgAIS4Ot.jpg,16/03/2021 0:05:55,político
1140,Quilmes,Porque venció a Deportivo Riestra en la #PrimeraNacional,https://t.co/ZyYRwd4Jcm,https://pbs.twimg.com/media/EwjZWcrWQAEcafT.jpg,15/03/2021 22:12:17,deportivo
1141,Lionel,Porque Messi marcó dos goles para la victoria de Barcelona ante Huesca en #LaLiga,https://t.co/QMJsH7sMgj,https://pbs.twimg.com/media/EwjYb6TWQAEL5Y8.jpg,15/03/2021 22:08:18,deportivo
1142,MercedesMoran,Por el tweet que publicó,https://t.co/uEpq21bSX8,https://pbs.twimg.com/media/EwjP4FsWYAEvEuo.jpg,15/03/2021 21:30:54,aislado
1143,PiñónFijo,Por el cruce de @pinonfijo1 con @FerIglesias,https://t.co/seiiqvKb55,https://pbs.twimg.com/media/Ewi7qxOWYAIYTN6.jpg,15/03/2021 20:02:36,político
1144,Wado,Por el hilo que publicó @wadodecorrido,https://t.co/N6fjOJ9po7,https://pbs.twimg.com/media/Ewi5fiYXMAIVxO0.png,15/03/2021 19:53:06,político
1145,Evaluna,Por la historia que publicó en Instagram,https://t.co/tjmfnXnoF6,https://pbs.twimg.com/media/EwiigHuWEAgdsm4.jpg,15/03/2021 18:12:39,aislado
1146,Obras,Por las declaraciones de Alberto Fernández,https://t.co/KkCzF5KtWg,https://pbs.twimg.com/ext_tw_video_thumb/1371512324968878087/pu/img/o4HslLChAIL2M1Dn.jpg,15/03/2021 17:23:25,político
1147,AstraZeneca,"Porque informan que Alemania, España, Francia e Italia suspendieron temporalmente la aplicación de su vacuna contra el #COVID19",https://t.co/FAbK5Wd1h9,https://pbs.twimg.com/media/EwNOFqxUcAQsS7I.jpg,15/03/2021 17:15:37,covid
1148,GonzálezCatán,Porque informan que un chico de 14 años atropelló y mató a un hombre que circulaba en bicicleta en esa localidad,https://t.co/0f3SmqO9xZ,https://pbs.twimg.com/media/EwiARkpWYAAV7Jm.jpg,15/03/2021 15:43:07,trágico
1149,SIUGuaraní,Por las fallas en el funcionamiento de ese sistema de gestión académica,https://t.co/GTzFX80PpO,https://pbs.twimg.com/media/Ewh-yRgWgAUYqoe.jpg,15/03/2021 15:36:36,aislado
1150,Copa2021,Porque CONMEBOL confirmó su fixture,https://t.co/vDN6G0tKyb,https://pbs.twimg.com/media/Ewhz_uTWEAA7ri4.jpg,15/03/2021 14:49:28,deportivo
1151,ElVaticano,Porque la Congregación para la Doctrina de la Fe comunicó que la Iglesia no puede bendecir uniones de personas del mismo sexo,https://t.co/CeufCyK4fn,https://pbs.twimg.com/media/Ewhyt4jXMAAikoG.png,15/03/2021 14:43:52,político
1152,Hazard,Porque sufrió una lesión múscular en el psoas derecho,https://t.co/U8BchiT9Bw,https://pbs.twimg.com/media/EtUBuNjXYAIuDh2.jpg,15/03/2021 13:38:19,deportivo
1153,GabrielArias,"Porque él, Carlos Alcaraz y Tiago Banega dieron positivo de #COVID19",https://t.co/QnSZpXjQGb,https://pbs.twimg.com/media/EwhjprqWUAQY98E.jpg,15/03/2021 13:38:04,covid
1154,OscarNoms,Porque se conocieron las nominaciones para los #Oscars 2021,https://t.co/iy3vMBWIUn,https://pbs.twimg.com/media/EwhfIUzW8AAfi8K.jpg,15/03/2021 13:18:19,artístico
1155,Grammys,Por la entrega de su edición 2021,https://t.co/8HBSezdtoE,https://pbs.twimg.com/media/EwfckYwWUAwmes7.jpg,15/03/2021 3:47:54,artístico
1156,ElDiego,Por los comentarios sobre esta jugada del #Superclasico,https://t.co/33ETIysj2H,https://pbs.twimg.com/media/EweYZcLWEAUlHMi.jpg,14/03/2021 22:58:42,deportivo
1157,FitoPaez,Porque ganó el premio a Mejor Álbum Latino de Rock o Alternativo en los #Grammys,https://t.co/FkqdXZu3s3,https://pbs.twimg.com/media/Ewd10_vXAAMn5BE.jpg,14/03/2021 20:18:59,artístico
1158,ESPN,Porque no transmitió el partido de Arsenal contra Tottenham en sus canales de televisión,https://t.co/OGstXNjprY,https://pbs.twimg.com/media/Ewdfon6WYAA6y--.jpg,14/03/2021 18:42:02,deportivo
1159,Arsenal,Porque venció a Tottenham en la #PremierLeague,https://t.co/aAtjbnlvIJ,https://pbs.twimg.com/media/EwdccyPXAAQ4XAk.jpg,14/03/2021 18:28:07,deportivo
1160,MarielleFranco,Porque se cumplen 3 años desde su asesinato,https://t.co/po2IvuJc2a,https://pbs.twimg.com/media/EwdQGqyWYAQJ-Fr.jpg,14/03/2021 17:34:10,conmemorativo
1161,Rabona,Por el gol de Erik Lamela ante Arsenal,https://t.co/2XZXPsKIdx,https://pbs.twimg.com/media/EwdMskMWEAEMwOK.jpg,14/03/2021 17:19:17,deportivo
1162,Lautaro,Porque convirtió un gol para la victoria de Inter ante Torino en la #SerieA,https://t.co/acr899mj0c,https://pbs.twimg.com/media/Ewc6OylWQAgVYBJ.jpg,14/03/2021 15:58:36,deportivo
1163,Depay,Porque reportan que Twitter limita cuentas que publican su nombre,https://t.co/5yedrm4Kyi,https://pbs.twimg.com/media/Ewc4gqlWgAsefAa.jpg,14/03/2021 15:56:49,aislado
1164,BocaRiver,Porque se enfrentan en la #CopaDeLaLiga,https://t.co/JdhuSIXlkj,https://pbs.twimg.com/media/Ewcyi6tXMAIVaoh.jpg,14/03/2021 15:25:02,deportivo
1165,Mono,Porque Germán Burgos es el nuevo director técnico de Newell's,https://t.co/SSwqHFWNBu,https://pbs.twimg.com/media/EwcrQvxWUAExsbt.jpg,14/03/2021 14:53:12,deportivo
1166,JuanRosas,Porque se cumplen 144 años desde su fallecimiento,https://t.co/krrmTGgn7m,https://pbs.twimg.com/media/EwcrO46W8AYfD_W.jpg,14/03/2021 14:53:05,conmemorativo
1167,Brighton,Porque venció a Southampton en la #PremierLeague,https://t.co/MPvnWyCenn,https://pbs.twimg.com/media/EwcrM-nWQAINHiR.jpg,14/03/2021 14:52:57,deportivo
1168,PulgaRodríguez,Por su primer gol ante Estudiantes en la #CopaDeLaLiga,https://t.co/E2Kjytn8hN,https://pbs.twimg.com/media/EwZzclPXEAk_J25.jpg,14/03/2021 2:22:04,deportivo
1169,Belgrano,Porque derrotó a Tigre en la #PrimeraNacional,https://t.co/sJEwp9AF6p,https://pbs.twimg.com/media/EwZ9Wr5WUAAzvdb.jpg,14/03/2021 2:13:23,deportivo
1170,MarvinHagler,Porque informan que falleció a sus 66 años,https://t.co/9rR64nGCRj,https://pbs.twimg.com/media/EwZpItIXEAQd2ag.jpg,14/03/2021 0:45:03,trágico
1171,DefensaJusticia,Por su victoria ante Newell's en la #CopaDeLaLiga,https://t.co/wI0BY2iXPE,https://pbs.twimg.com/media/EwZnkW4WQAEIa03.jpg,14/03/2021 0:38:12,deportivo
1172,Cancún,Porque informan que un vuelo llegó a Argentina desde esa ciudad con 44 contagiados de #COVID19,https://t.co/bMuLfzNM33,https://pbs.twimg.com/media/EwZnSBbWUAMOAlO.jpg,14/03/2021 0:36:57,covid
1173,VamosRacing,Porque venció a Platense en la #CopaDeLaLiga,https://t.co/IukVaH5Htz,https://pbs.twimg.com/media/EwZF04_XEAII5jh.jpg,13/03/2021 22:10:47,deportivo
1174,Orellano,Porque convirtió el gol para la victoria de Vélez ante Talleres en la #CopaDeLaLiga,https://t.co/veOuk7ErS4,https://pbs.twimg.com/media/EwZFZbVWgAUg0Cf.jpg,13/03/2021 22:08:55,deportivo
1175,Redrado,Por tweets que publicó @lulipop07,https://t.co/N9vUEJYQMT,https://pbs.twimg.com/media/EwYt7ekWEAI0wXq.jpg,13/03/2021 20:26:22,mediático
1176,MaxiDjerfy,Porque informan que falleció,https://t.co/u4GHLUkDEW,https://pbs.twimg.com/media/EwYtiqEWQAI5Ccv.jpg,13/03/2021 20:24:42,trágico
1177,Benzema,Porque marcó los dos goles para la victoria del Real Madrid ante Elche en #LaLiga,https://t.co/sagFski0pq,https://pbs.twimg.com/media/EwYB0cNWQBEcxoM.jpg,13/03/2021 17:13:39,deportivo
1178,Mauricio,Por el tweet que publicó @mauriciomacri,https://t.co/eZxenDRp7t,https://pbs.twimg.com/media/EwYBvK4W8AMU0ln.jpg,13/03/2021 17:13:18,político
1179,Chubut,Por las protestas e incidentes durante la llegada de Alberto Fernández a Lago Puelo,https://t.co/gal4VoGioT,https://pbs.twimg.com/media/EwXu6JgXEAoc_G-.jpg,13/03/2021 15:51:02,político
1180,OficinaAnticorrupción,Porque informan que denunció a Mauricio Macri por 'defraudación por administración infiel agravada' y 'malversación de caudales públicos',https://t.co/oBw9CtMHir,https://pbs.twimg.com/media/Ekx5tToXgAAjUKB.jpg,13/03/2021 15:50:51,político
1181,Aguila,Porque informan que River usa dos gavilanes para cuidar el campo de juego del Monumental,https://t.co/vej8Phh7h9,https://pbs.twimg.com/media/EwXc3KtXEAYW1Ov.jpg,13/03/2021 14:32:11,aislado
1182,Leeds,Porque empató con Chelsea en la #PremierLeague,https://t.co/zbgGdBwhEb,https://pbs.twimg.com/media/EwXbB6IWgAIO5VN.jpg,13/03/2021 14:24:11,deportivo
1183,Libritos,Por la pregunta de @AkiNoMeMaquillo,https://t.co/cDnS4vcJkQ,https://pbs.twimg.com/media/EwU2uqTXIAEED9B?format=jpg&name=small,13/03/2021 14:06:37,aislado
1184,Bolivia,Porque informan que Jeanine Áñez fue detenida en ese país,https://t.co/JlRncFeItZ,https://pbs.twimg.com/media/EwTro95WYAsagpm.jpg,13/03/2021 14:06:03,político
1185,Peretti,Por sus declaraciones en Teleshow,https://t.co/WrtbSqJ1HS,https://pbs.twimg.com/media/EwXWbugWUAsbkK_.jpg,13/03/2021 14:04:06,político
1186,JorgeBergoglio,Porque se cumplen 8 años desde que se convirtió en el Papa Francisco,https://t.co/q1Ng0eQdlQ,https://pbs.twimg.com/media/EwXWVHNWQAISsBP.jpg,13/03/2021 14:03:39,conmemorativo
1187,JustiCastro,Por el vivo que hizo en Instagram,https://t.co/E7J4jZaaHx,https://pbs.twimg.com/ext_tw_video_thumb/1370557426295054343/pu/img/QdQmP_-oc4HYirMF.jpg,13/03/2021 2:09:10,covid
1188,CentralCórdoba,Por su victoria ante Aldosivi en la #CopaDeLaLiga,https://t.co/M3M8aJ8KRF,https://pbs.twimg.com/media/EwUePUjXMAI5ExJ.jpg,13/03/2021 0:39:21,deportivo
1189,Sarah,Porque Sarah Drew vuelve a #GreysAnatomy con una aparición como invitada,https://t.co/vyACKWIUBz,https://pbs.twimg.com/media/EwUURNHXIAwSrUG.jpg,12/03/2021 23:55:47,artístico
1190,JeanineÁñez,Porque informan que la Justicia de Bolivia ordenó su detención,https://t.co/JlRncFeItZ,https://pbs.twimg.com/media/EwTro95WYAsagpm.jpg,12/03/2021 20:58:16,político
1191,Maximiliano,Por el hilo que publicó @maximilianoguer,https://t.co/YlkqyhqkhR,https://pbs.twimg.com/media/EwTET_rXMAAETNr.png,12/03/2021 18:06:27,aislado
1192,Srur,Por su cruce con Marcelo Gallardo en conferencia de prensa,https://t.co/gxCpEOdTFu,https://pbs.twimg.com/ext_tw_video_thumb/1370427262131183617/pu/img/ZgzaqDGd9ruF_Rde.jpg,12/03/2021 17:32:00,deportivo
1193,GastónTogni,Porque informan que sufrió un desgarro en el bíceps femoral de la pierna izquierda,https://t.co/lxv6RqVoMh,https://pbs.twimg.com/media/EwS8BewWYAQWVY8.jpg,12/03/2021 17:30:14,deportivo
1194,Grido,Por el tweet que publicó @Lucas_BBB,https://t.co/8suf3pevKr,https://pbs.twimg.com/media/EwSpjxEXMAAtERo.jpg,12/03/2021 16:09:34,aislado
1195,AsambleaConstituyente,Porque se cumplen 208 años desde que aprobó el Escudo Nacional,https://t.co/IkdSwtSjqn,https://pbs.twimg.com/media/EwSU4TFXEAYZGGT.jpg,12/03/2021 14:39:13,conmemorativo
1196,Dipy,Por sus declaraciones en #YSG,https://t.co/j4ex6KS8ke,https://pbs.twimg.com/ext_tw_video_thumb/1370382977528659975/pu/img/O2akukgKFnPGgstM.jpg,12/03/2021 14:38:58,mediático
1197,CornejoMisogino,Por las declaraciones de Alfredo Cornejo sobre Flor Destéfanis,https://t.co/xn7APDUmiE,https://pbs.twimg.com/ext_tw_video_thumb/1370378382412816388/pu/img/_7VX7gqYq7As6JPd.jpg,12/03/2021 14:17:34,político
1198,Londoño,Porque convirtió el gol para la victoria de River ante Boca en #Reserva,https://t.co/Xw966xY0jb,https://pbs.twimg.com/media/EwSNT3RWgAEgiHB.jpg,12/03/2021 14:06:09,deportivo
1199,Cormillot,Porque anunció que será padre nuevamente,https://t.co/aFGpQyIdis,https://pbs.twimg.com/media/EwSNHp7W8AQose_.jpg,12/03/2021 14:05:18,aislado
1200,PeronismoRepublicano,Por el lanzamiento de ese espacio político,https://t.co/R7Cwts21sv,https://pbs.twimg.com/media/EwSNCtvW8AYn1Zb.jpg,12/03/2021 14:04:58,político
1201,RaúlAlfonsín,Porque se cumplen 94 años desde su nacimiento,https://t.co/99sivijUZB,https://pbs.twimg.com/media/Eo4eko1XEAM04kN.jpg,12/03/2021 14:04:32,conmemorativo
1202,REVELACIÓNNOCHE,Por el nuevo EP de Selena Gomez,https://t.co/Bea3P3xiAP,https://www.lahiguera.net/musicalia/imagesnot/16117805276011d1af3cce3.jpg,12/03/2021 3:07:08,artístico
1203,Gladiadoras,Porque Boca venció a Avaí Kindermann y clasificó a cuartos de la #LibertadoresFEM,https://t.co/WKUdfwzEYI,https://pbs.twimg.com/media/EwPSVrDXEAAC_YF.jpg,12/03/2021 0:29:15,deportivo
1204,CUANDOTEFUISTE,Por el nuevo videoclip de Aitana y Natalia Lacunza,https://t.co/SMqYXXvyhK,https://pbs.twimg.com/media/EwPCe6_XIAAZpyf.jpg,11/03/2021 23:19:58,artístico
1205,Mirtha,Porque recibió la vacuna contra el #COVID19,https://t.co/ZuOIl6kodL,https://pbs.twimg.com/media/EwO1CQjWUAItmBB.jpg,11/03/2021 22:21:13,covid
1206,Sudestada,Porque anunció que no venderá el libro #PrimerTiempo de Mauricio Macri,https://t.co/qmYwCMon99,https://pbs.twimg.com/media/EwO0pm_XMAI2uEo.jpg,11/03/2021 22:19:33,mediático
1207,MercadoLibre,Por la preventa de #PrimerTiempo en esa plataforma,https://t.co/Bd8AqaB3nz,https://http2.mlstatic.com/D_NQ_NP_635662-MLA45159407577_032021-O.webp,11/03/2021 22:17:33,mediático
1208,GraciasInstagram,Porque Instagram volvió a habilitar la opción de compartir publicaciones en las historias,https://t.co/QwjrPOf9cv,https://pbs.twimg.com/media/EwOpFanWQAA5vxS.jpg,11/03/2021 21:29:00,aislado
1209,Milan,Porque empató con Manchester United en la ida de los octavos de la #UEL,https://t.co/FiYMWur9hg,https://pbs.twimg.com/media/EwOTVdVWEAQb2Qf.jpg,11/03/2021 19:53:59,deportivo
1210,SergioRamos,Por sus declaraciones en #CharlandoTranquilamente,https://t.co/8sUQArKD2w,https://pbs.twimg.com/media/EwOONTUW8Ak6jvw.jpg,11/03/2021 19:31:36,aislado
1211,Cafiero,Porque aseguró en #RM que el nuevo libro de Mauricio Macri 'ya debe estar para descargar en el Rincón del Vago',https://t.co/WpDtSF4Da2,https://pbs.twimg.com/ext_tw_video_thumb/1370070696467050499/pu/img/FNIcwdsCT1Wfocia.jpg,11/03/2021 17:55:40,mediático
1212,TevezCardona,Porque informan que se retiraron del entrenamiento de Boca con molestias físicas,https://t.co/GEdgZsCCQJ,https://pbs.twimg.com/media/EwNp5GqW8AM5J6K.jpg,11/03/2021 16:52:56,deportivo
1213,BAFICI,Porque se anunció la programación de su edición 2021,https://t.co/z3o2TLX4Rt,https://pbs.twimg.com/media/EwNQZ7iUUAsEmcl.jpg,11/03/2021 15:01:34,artístico
1214,Dinamarca,Porque suspendió el uso de la vacuna contra el #COVID19 de AstraZeneca debido a la formación de coágulos sanguíneos en personas que se la aplicaron,https://t.co/FAbK5Wd1h9,https://pbs.twimg.com/media/EwNOFqxUcAQsS7I.jpg,11/03/2021 14:51:26,covid
1215,BecasProgresar,Por el relanzamiento de ese plan,https://t.co/wIffSjn6EC,https://pbs.twimg.com/media/EwJkhwZWEAMmAc8?format=jpg&name=small,11/03/2021 14:38:11,político
1216,PrimerTiempo,Por el libro que anunció Mauricio Macri,https://t.co/jZCHNLqP1n,https://pbs.twimg.com/media/EwNLARhVEAgaatZ.jpg,11/03/2021 14:37:58,político
1217,LeandroAlem,Porque se cumplen 179 años desde su nacimiento,https://t.co/rGP9tfFW11,https://pbs.twimg.com/media/EwM_WpxWYBMrbOQ.jpg,11/03/2021 13:47:04,conmemorativo
1218,Espert,Por el anuncio de @jlespert,https://t.co/5WxzWMyWx8,https://pbs.twimg.com/media/EwM_UyMXYAMr2nt.jpg,11/03/2021 13:46:56,político
1219,AstorPiazzolla,Porque se cumplen 100 años desde su nacimiento,https://t.co/qW8iElLlJ8,https://pbs.twimg.com/media/EwM-COJWQAUWj5-.jpg,11/03/2021 13:41:18,conmemorativo
1220,OmarPerotti,Porque informan que falleció su madre Ángela Burkardt,https://t.co/6uC3MQV6Sb,https://pbs.twimg.com/media/EwM9_xMWgAMHaQP.jpg,11/03/2021 13:41:08,trágico
1221,Burlando,Por este video,https://t.co/O805vfZRm2,https://pbs.twimg.com/ext_tw_video_thumb/1370006777752879106/pu/img/nl8ogbViNBxnW_cv.jpg,11/03/2021 13:40:53,aislado
1222,Clarín,Por la tapa de su edición de hoy,https://t.co/UOHz3RPbWn,https://pbs.twimg.com/media/EwM9o6gXEAIYN1b.jpg,11/03/2021 13:39:34,mediático
1223,SanLorenzo,Porque empató con Universidad de Chile en la ida de la Fase 2 de la #Libertadores,https://t.co/Gv4CWZjSOd,https://pbs.twimg.com/media/EwKk0ZVXIAAe-4V.jpg,11/03/2021 2:31:53,deportivo
1224,Champions,Porque Liverpool y PSG avanzaron a cuartos de final,https://t.co/mKni9sdxxK,https://pbs.twimg.com/media/EwJyV3KXcAE6Wrw.jpg,10/03/2021 22:51:22,deportivo
1225,L-Gante,Por la nueva #BZRPMusicSessions,https://t.co/okxkeYN7IF,https://pbs.twimg.com/media/EwJtSwMWQAYJwk9.jpg,10/03/2021 22:29:17,artístico
1226,Platense,Porque empató con Sarmiento en la #CopaDeLaLiga,https://t.co/dWQdPxPSHS,https://pbs.twimg.com/media/EwJn046WEAYtrzL.jpg,10/03/2021 22:05:24,deportivo
1227,JusticiaPorDiego,Por la marcha para pedir justicia por Diego Maradona,https://t.co/Hc394uq831,https://pbs.twimg.com/media/EwJmwtgXMAISgTO.jpg,10/03/2021 22:00:45,aislado
1228,Roger,Porque Federer volvió a jugar tras 405 días y venció a Daniel Evans en #DohaATP,https://t.co/RqLAS0KJkY,https://pbs.twimg.com/media/EwIs5tYXYAQOfNC.jpg,10/03/2021 17:51:13,deportivo
1229,DTAmérica,Porque Marcelo Gallardo fue elegido Mejor Entrenador de América en la #EncuestaElPaís,https://t.co/Y5GRdJldKT,https://pbs.twimg.com/media/EwIiQFYXEAkQOb3.jpg,10/03/2021 17:01:26,deportivo
1230,Sarlo,Porque declaró ante la Justicia sobre el ofrecimiento que recibió para vacunarse contra el #COVID19,https://t.co/uw52uEaW4e,https://pbs.twimg.com/media/EwIgRxzWYAYHUEh.jpg,10/03/2021 16:52:50,covid
1231,TVPública,Porque informan que 4 millones de pesos fueron retirados de su cuenta para una producción y el canal decidió realizar una auditoría por posibles irregularidades,https://t.co/yDIFiDuJ9Z,https://pbs.twimg.com/media/EwIDb0wWgAUfkLf.jpg,10/03/2021 14:46:47,mediático
1232,NetflixSpotify,Porque informan que en la provincia de Buenos Aires comenzó a regir el impuesto del 2% a los servicios digitales extranjeros aprobado en 2019,https://t.co/QYAlQnGMxQ,https://pbs.twimg.com/media/EwH_rPYWgAkTcMW.jpg,10/03/2021 14:30:22,político
1233,Ferrari,Porque presentó el #SF21,https://t.co/rT3spTradq,https://pbs.twimg.com/media/EwH7GKkXEAEmU3T.jpg,10/03/2021 14:10:21,deportivo
1234,FacundoMoyano,Porque aseguró en #DeAcaEnMas que no se vacunará contra el #COVID19,https://t.co/7Ph3zSPfrQ,https://pbs.twimg.com/ext_tw_video_thumb/1369651104020107266/pu/img/6WgYwROXOg2g-Gyq.jpg,10/03/2021 14:07:33,covid
1235,Patagonia,Por los incendios en distintos lugares de esa región,https://t.co/BPaO6CSbwy,https://pbs.twimg.com/media/EwH6R7kXIA4v-7n.jpg,10/03/2021 14:06:48,trágico
1236,Stuart,Porque enfrentará a Papo en la #Jornada8 de la #FMSArgentina,https://t.co/yPBoyWy11i,https://pbs.twimg.com/media/EwFK94KXIAIG2N9.jpg,10/03/2021 1:20:51,deportivo
1237,UNESCO,Porque informan que Marcela Losardo será embajadora de Argentina ante esa organización,https://t.co/3ERXgoid5a,https://pbs.twimg.com/media/Ev_3nP0WQAQEVEU.jpg,10/03/2021 0:27:10,político
1238,AdamDriver,Por su foto junto a Lady Gaga en la película #HouseOfGucci,https://t.co/p2xJxAYSh3,https://pbs.twimg.com/media/EwEufROXIAAe2Fs.jpg,09/03/2021 23:16:25,artístico
1239,LosCuerposIsOut,Por la nueva canción de Alba Reche y Fuel Fandango,https://t.co/dPsixM5pt6,https://pbs.twimg.com/media/EwEuTEqXcAEbJUm.jpg,09/03/2021 23:15:35,artístico
1240,Porto,Porque eliminó a Juventus y clasificó a cuartos de la #UCL,https://t.co/ojvG4ldnvD,https://pbs.twimg.com/media/EwEntNGXEAAz3Bj.jpg,09/03/2021 22:46:47,deportivo
1241,Dortmund,Porque empató con Sevilla y avanzó a cuartos de la #UCL,https://t.co/7T3nx9x7lp,https://pbs.twimg.com/media/EwEdFT7XIAYH7gn.jpg,09/03/2021 22:00:22,deportivo
1242,Confusión,Por el tweet que publicó @BonelliOK,https://t.co/MHhf6dUF3U,https://pbs.twimg.com/media/EwEbyNjWYAABN2Y.jpg,09/03/2021 21:54:42,covid
1243,Cazzu,Por historias que publicó en Instagram,https://t.co/TBShU7l0ZA,https://pbs.twimg.com/ext_tw_video_thumb/1369380537996083206/pu/img/cq0TnJlB-EQo1Ces.jpg,09/03/2021 20:13:56,aislado
1244,Anitta,Por la publicación que hizo en Instagram,https://t.co/AUnqI9IsAQ,https://pbs.twimg.com/media/EwDoH9KWEA0q-SZ.jpg,09/03/2021 18:08:59,aislado
1245,MenchoBalbuena,Porque informan que falleció a sus 75 años,https://t.co/3IZpTKWIoQ,https://pbs.twimg.com/media/EwDl2qyXcAcxr1A.jpg,09/03/2021 17:59:04,conmemorativo
1246,Arcangel,Por la historia que publicó en Instagram,https://t.co/cfg5tYD9xB,https://pbs.twimg.com/media/EwDgcmUWQBAhy5h.jpg,09/03/2021 17:35:27,aislado
1247,Cavani,Por las declaraciones de Luis Cavani en #Superfutbol,https://t.co/65rJBwnOaX,https://pbs.twimg.com/media/EwDa2xlWQAkyuyR.jpg,09/03/2021 17:11:01,mediático
1248,Farinella,Por sus declaraciones en #Superfutbol,https://t.co/5GPOhu2JPR,https://pbs.twimg.com/media/EwDYRZuXAAQ0cdF.jpg,09/03/2021 16:59:44,mediático
1249,D-tenido,Porque informan que L-Gante estuvo detenido en San Juan 'por generar disturbios en la vía pública',https://t.co/vpzcMvuHvE,https://pbs.twimg.com/media/EwDKfiQWYAQGQJ7.jpg,09/03/2021 15:59:32,aislado
1250,CarlosJosé,Porque informan que la Justicia absolvió al cura acusado de abuso sexual,https://t.co/vdZBT1oejN,https://pbs.twimg.com/media/EwDJAq2XcAEqa-Z.jpg,09/03/2021 15:53:03,aislado
1251,EdenorEdesur,Porque el ENRE instruyó a ambas empresas a no suspender el suministro por deudas generadas durante la pandemia,https://t.co/nIFr2tWg4H,https://pbs.twimg.com/media/EwC75PGXIAICXnv.png,09/03/2021 14:55:45,político
1252,AdriánVentura,Porque informan que integrará el jurado que elegirá los reemplazantes de los jueces Claudio Bonadio y Rodolfo Canicoba Corral,https://t.co/PW1NjEvnkx,https://pbs.twimg.com/media/EwC5TkjWQA07dFy.jpg,09/03/2021 14:44:26,político
1253,VivianaCanosa,Por sus declaraciones en A24,https://t.co/87nuGdVuF0,https://pbs.twimg.com/ext_tw_video_thumb/1369294000092504071/pu/img/8yFmYjboG7NMI2wF.jpg,09/03/2021 14:31:41,mediático
1254,LunaPark,"Por la situación en ese estadio, que funciona como vacunatorio de la Ciudad de Buenos Aires",https://t.co/rvDWs9GbOd,https://pbs.twimg.com/ext_tw_video_thumb/1369293709964152833/pu/img/AV0N8FMXWJUEwSAN.jpg,09/03/2021 14:30:31,covid
1255,JoachimLöw,Porque anunció que dejará de ser el entrenador de la Selección Alemana tras la #Eurocopa,https://t.co/v3D8OLLPLw,https://pbs.twimg.com/media/EwC0AMNWYAMlm5u.jpg,09/03/2021 14:21:16,deportivo
1256,JenniferAniston,Por el tweet que publicó @leoyapur,https://t.co/DFRTRCyV5j,https://pbs.twimg.com/media/EwCz777XYAkFXPU.jpg,09/03/2021 14:20:59,aislado
1257,FacundoTello,Porque informan que será el árbitro del partido que jugarán Boca y River en la #CopaDeLaLiga,https://t.co/XCJ31Qm3q6,https://pbs.twimg.com/media/EwCz39rWYAIvAP-.jpg,09/03/2021 14:20:42,deportivo
1258,Argentinos,Porque venció a River en la #CopaDeLaLiga,https://t.co/EC3X762ydT,https://pbs.twimg.com/media/EwARgzMWEAA8ogN.jpg,09/03/2021 2:31:20,deportivo
1259,Losardo,Porque Alberto Fernández confirmó que le manifestó la decisión de dejar su cargo de ministra de Justicia,https://t.co/3ERXgoid5a,https://pbs.twimg.com/media/Ev_3nP0WQAQEVEU.jpg,09/03/2021 0:38:11,político
1260,Copetti,Porque convirtió el gol para la victoria de Racing ante Rosario Central en la #CopaDeLaLiga,https://t.co/fsJl7miH49,https://pbs.twimg.com/media/Ev_uX46WQAYSWqx.jpg,09/03/2021 0:18:29,deportivo
1261,SantiMaratea,Por su campaña para ayudar a la organización Madres Víctimas de Trata,https://t.co/Ti53MgZo7W,https://pbs.twimg.com/ext_tw_video_thumb/1369031826971430915/pu/img/tMijgkWZNLnrVe1f.jpg,08/03/2021 21:07:08,aislado
1262,Lula,Porque informan que un juez del Tribunal Supremo de Brasil anuló las condenas en su contra por el caso #LavaJato y ordenó comenzar nuevamente la investigación en otros fueros,https://t.co/9T0leyA1L1,https://pbs.twimg.com/media/Ev-5S-KWEAUh4tK.jpg,08/03/2021 20:05:55,político
1263,Corrientes,Porque informan que su ministro de Salud chocó mientras transportaba vacunas contra el #COVID19,https://t.co/rnPQ6dChcN,https://pbs.twimg.com/media/Ev-1djDXAAQtpoT.jpg,08/03/2021 19:49:09,covid
1264,INDEC,Porque informan que trabaja en una actualización de la canasta de bienes y servicios que utiliza como referencia para medir la inflación,https://t.co/RoF3MNSgZA,https://pbs.twimg.com/media/Ev-cjxcXMAcI4G8.jpg,08/03/2021 18:00:21,político
